year,mileage,engine_size,horsepower,fuel_type,transmission,brand,condition,accident_count,num_owners,price
2019,19217,1.8,444,hybrid,manual,Kia,fair,1,4,20122.47
2009,9593,5.0,190,gasoline,automatic,Honda,good,0,1,28557.36
2019,85370,1.8,325,electric,manual,Chevrolet,fair,0,4,16520.61
2009,84904,2.5,448,gasoline,manual,BMW,excellent,0,1,52002.48
2013,86799,2.5,126,hybrid,cvt,Toyota,excellent,1,3,20415.69
2018,96804,3.0,408,gasoline,manual,Audi,excellent,1,1,59325.39
2023,108871,3.0,462,gasoline,automatic,Hyundai,excellent,2,1,31300.04
2011,8069,2.5,470,gasoline,manual,Chevrolet,good,1,2,24053.43
2022,116680,2.0,192,gasoline,automatic,Kia,good,0,2,19536.81
2014,81763,1.8,380,diesel,automatic,Toyota,fair,3,1,16906.55
2007,198854,1.4,348,gasoline,automatic,Audi,fair,0,1,16117.13
2002,54448,1.8,494,gasoline,automatic,Nissan,excellent,2,1,21870.2
2000,167791,2.5,399,gasoline,automatic,Audi,excellent,0,3,22112.68
2010,15237,4.0,336,diesel,manual,Chevrolet,good,0,2,25885.42
2021,29000,1.8,454,hybrid,automatic,BMW,fair,0,2,59911.78
2011,59138,2.5,345,diesel,manual,Audi,fair,0,3,32235.57
2002,162858,3.0,144,hybrid,automatic,Toyota,good,1,2,7317.88
2015,164806,2.0,150,hybrid,cvt,Nissan,fair,4,1,4936.97
2002,157417,2.0,235,gasoline,automatic,Chevrolet,good,0,3,7282.84
2021,36573,1.4,345,hybrid,automatic,Chevrolet,excellent,0,5,33304.33
2005,176852,1.6,365,gasoline,automatic,Chevrolet,good,1,1,6239.37
2021,107616,2.0,165,gasoline,automatic,Toyota,excellent,0,2,30260.79
2009,87969,3.5,210,hybrid,automatic,Audi,good,1,1,38675.83
2023,53307,2.0,483,gasoline,manual,Nissan,excellent,1,1,35838.59
2022,68534,1.6,148,diesel,automatic,BMW,excellent,1,1,60933.38
2021,43646,4.0,429,gasoline,automatic,Ford,good,1,1,35284.31
2011,20549,5.0,232,diesel,automatic,Audi,fair,1,1,44433.98
2017,158763,1.4,182,hybrid,automatic,BMW,excellent,1,1,41187.45
2009,115620,2.0,356,gasoline,automatic,Nissan,good,0,2,14948.04
2014,22080,4.0,141,hybrid,automatic,Nissan,good,0,4,23992.23
2021,152397,5.0,262,gasoline,cvt,Ford,excellent,0,1,32595.54
2008,103968,1.8,97,gasoline,cvt,Toyota,poor,1,3,2492.09
2018,164577,4.0,292,gasoline,manual,Honda,excellent,0,2,27241.05
2005,19545,2.0,243,gasoline,manual,Honda,excellent,0,1,21154.36
2014,129136,2.5,151,gasoline,automatic,BMW,fair,1,3,20645.37
2003,25526,1.4,162,hybrid,automatic,Honda,good,0,1,13739.93
2003,196299,3.0,151,gasoline,cvt,Kia,fair,1,2,3511.46
2022,62583,3.0,177,gasoline,manual,Chevrolet,excellent,5,4,18182.49
2005,77802,1.4,398,electric,manual,Toyota,fair,0,1,15502.56
2004,150845,4.0,430,hybrid,automatic,BMW,good,1,1,37110.3
2015,131729,2.0,300,gasoline,cvt,BMW,good,1,4,33321.47
2009,48514,1.8,486,hybrid,automatic,Mercedes,good,0,2,65102.75
2022,17873,4.0,339,hybrid,automatic,Nissan,excellent,2,2,48451.73
2001,1802,5.0,317,gasoline,manual,Toyota,poor,4,1,6823.8
2011,65489,1.4,85,diesel,cvt,Mercedes,excellent,2,2,31502.23
2017,86469,2.5,376,gasoline,automatic,Mercedes,fair,0,1,46708.22
2022,89572,3.5,82,diesel,manual,Nissan,good,2,1,24694.4
2020,27127,1.6,488,gasoline,cvt,BMW,poor,4,3,25544.73
2006,190638,5.0,497,hybrid,manual,BMW,fair,0,1,37406.23
2022,9420,1.4,343,diesel,automatic,Nissan,good,1,2,33925.3
2000,38559,3.0,361,gasoline,manual,Mercedes,good,1,1,32474.58
2022,10160,3.0,220,gasoline,automatic,Honda,excellent,1,1,39780.58
2022,7786,3.0,353,hybrid,cvt,Toyota,excellent,2,1,51305.07
2021,177569,1.4,232,gasoline,automatic,Chevrolet,excellent,0,1,19372.64
2012,125697,1.4,352,gasoline,automatic,Audi,good,0,2,34019.04
2003,161313,4.0,251,hybrid,manual,Nissan,good,0,1,10299.57
2022,84966,2.5,453,gasoline,automatic,Toyota,good,2,2,33816.26
2012,72187,3.5,200,hybrid,automatic,Ford,good,1,5,18219.95
2008,169334,5.0,409,gasoline,automatic,Honda,excellent,0,3,27653.7
2013,35495,1.6,301,electric,automatic,Kia,excellent,0,3,28278.15
2003,134645,1.4,320,diesel,automatic,Hyundai,poor,0,4,6395.79
2003,188421,2.5,323,gasoline,automatic,Nissan,excellent,0,1,10920.56
2009,14700,3.5,162,gasoline,automatic,Honda,poor,0,1,12963.33
2017,46538,1.8,278,gasoline,manual,Honda,good,1,2,22482.45
2021,106799,3.5,197,gasoline,automatic,Kia,excellent,0,3,26725.01
2023,85216,3.0,290,gasoline,automatic,Mercedes,excellent,0,3,79437.29
2014,123211,5.0,317,electric,manual,Kia,good,0,5,21153.82
2005,39035,3.0,264,gasoline,automatic,Mercedes,good,2,5,31981.75
2007,19992,1.8,452,gasoline,automatic,Mercedes,fair,1,3,37014.18
2021,199511,1.4,265,gasoline,manual,Audi,good,0,2,31769.94
2006,54031,3.0,191,gasoline,automatic,Chevrolet,excellent,1,2,18529.1
2000,116607,5.0,467,gasoline,automatic,Kia,fair,2,3,8779.56
2008,29938,3.5,134,gasoline,automatic,Ford,good,0,1,16642.72
2005,149244,4.0,124,gasoline,automatic,Honda,excellent,3,2,6080.45
2005,72346,1.4,411,electric,automatic,Chevrolet,excellent,0,4,21459.56
2002,167056,2.5,169,gasoline,automatic,Audi,good,4,3,587.63
2005,115268,1.6,342,electric,manual,Toyota,good,0,2,18485.99
2006,136842,4.0,229,hybrid,automatic,Honda,good,0,2,16439.21
2003,187064,4.0,333,gasoline,automatic,Ford,fair,0,2,9164.29
2023,55869,4.0,459,gasoline,automatic,Chevrolet,fair,1,1,27090.95
2023,51751,1.4,257,gasoline,cvt,Ford,excellent,0,1,35047.96
2016,78695,2.0,372,diesel,cvt,Toyota,good,0,5,28894.79
2010,155708,2.0,228,gasoline,manual,Hyundai,excellent,3,3,7625.39
2007,60345,1.8,456,gasoline,manual,Toyota,good,0,1,21411.29
2012,65302,4.0,123,gasoline,manual,Hyundai,excellent,0,1,19316.8
2022,144817,1.4,358,diesel,automatic,Toyota,excellent,2,2,33791.61
2006,165011,5.0,198,diesel,automatic,Toyota,good,1,1,17547.63
2022,138621,1.4,354,gasoline,cvt,Audi,good,0,1,47684.05
2009,104908,1.6,228,gasoline,manual,Honda,good,0,4,10759.16
2022,192567,1.4,86,gasoline,cvt,Chevrolet,fair,2,5,7083.58
2004,75040,1.6,183,hybrid,automatic,Mercedes,good,2,5,15102.43
2014,135854,3.0,85,gasoline,cvt,Kia,good,2,5,9399.03
2010,193594,3.5,464,hybrid,automatic,Honda,poor,0,3,11265.67
2009,68650,1.8,236,gasoline,manual,BMW,fair,0,3,22715.41
2021,164850,4.0,321,gasoline,automatic,Kia,poor,1,3,11442.09
2020,125920,3.5,105,gasoline,cvt,Hyundai,good,1,2,17543.63
2016,181845,1.4,379,hybrid,manual,Ford,good,0,1,20412.66
2020,146218,2.5,89,diesel,manual,Nissan,fair,0,2,13749.64
2005,126312,2.5,318,gasoline,automatic,Toyota,fair,0,3,12407.42
2016,86325,2.5,103,diesel,automatic,Hyundai,good,0,3,13272.6
2014,1214,2.5,84,gasoline,manual,Ford,fair,1,2,13324.21
2009,156728,1.8,129,gasoline,manual,Honda,good,0,1,6892.94
2012,138922,2.5,418,gasoline,manual,Kia,excellent,1,3,20841.69
2016,63152,5.0,453,diesel,cvt,Kia,good,1,1,29831.55
2016,73886,1.4,198,gasoline,automatic,Honda,good,1,2,20210.87
2016,156772,3.5,174,gasoline,manual,Audi,excellent,0,2,36514.85
2002,168387,2.0,365,hybrid,automatic,Audi,good,0,1,21986.47
2013,121940,3.5,274,diesel,automatic,Toyota,good,0,3,23502.83
2016,4200,1.8,287,gasoline,cvt,Chevrolet,excellent,0,3,26128.56
2001,120597,2.5,176,gasoline,manual,Hyundai,good,2,1,5260.67
2016,134542,2.0,319,gasoline,cvt,Toyota,fair,1,3,16044.53
2021,1281,1.8,450,diesel,automatic,Kia,good,0,1,31723.6
2003,182419,5.0,403,electric,cvt,BMW,poor,2,3,14091.0
2006,40131,4.0,194,diesel,cvt,Kia,excellent,0,2,20584.04
2017,58842,1.8,444,gasoline,automatic,Ford,good,0,2,26701.73
2023,141000,2.5,115,electric,manual,Hyundai,excellent,0,2,25010.95
2023,88352,3.0,354,diesel,cvt,Audi,poor,1,1,31799.4
2022,81318,2.0,462,electric,automatic,Ford,excellent,2,2,43548.39
2013,185850,2.5,178,gasoline,automatic,Toyota,fair,1,1,10580.89
2022,126958,4.0,120,gasoline,automatic,Nissan,fair,1,1,14769.33
2018,20682,1.6,387,gasoline,manual,BMW,fair,0,4,40265.24
2014,107326,2.0,129,gasoline,automatic,Honda,fair,0,4,11018.9
2019,24848,1.4,308,hybrid,manual,Honda,excellent,4,1,31682.18
2006,184547,2.0,322,hybrid,automatic,BMW,good,3,4,16896.79
2022,137245,4.0,450,gasoline,automatic,Kia,poor,1,1,13418.4
2006,130737,3.5,477,electric,cvt,Nissan,fair,0,1,19130.19
2006,43301,5.0,168,diesel,manual,Mercedes,excellent,0,1,51815.43
2012,50455,1.8,374,diesel,automatic,Hyundai,fair,1,1,15053.44
2014,129205,2.5,138,diesel,automatic,BMW,good,1,1,35915.3
2009,186562,5.0,134,hybrid,automatic,Hyundai,fair,0,1,10815.36
2011,199963,3.5,114,gasoline,cvt,Honda,fair,1,4,5370.92
2017,141006,5.0,386,gasoline,automatic,Honda,fair,1,1,23789.07
2019,72303,1.4,153,hybrid,automatic,Ford,excellent,0,2,25151.98
2007,166759,2.0,161,hybrid,manual,Ford,poor,4,1,500.0
2007,122801,1.4,372,diesel,automatic,BMW,excellent,1,2,39262.87
2022,20929,2.0,304,diesel,automatic,Audi,good,2,1,61185.19
2006,115500,2.5,446,gasoline,manual,Mercedes,fair,0,1,31572.31
2001,7427,2.0,138,hybrid,manual,Chevrolet,good,0,4,10392.52
2020,63158,3.0,139,electric,automatic,Nissan,good,1,3,28374.17
2005,136156,2.5,148,gasoline,automatic,Mercedes,good,0,2,21843.34
2015,129881,2.5,422,gasoline,automatic,Honda,good,3,5,18619.44
2019,83832,2.0,145,diesel,cvt,Toyota,good,0,1,26079.1
2019,138120,1.4,170,gasoline,automatic,Toyota,good,4,1,14771.44
2001,45369,2.5,260,gasoline,manual,Kia,excellent,1,2,12718.71
2001,47121,3.0,477,diesel,automatic,Kia,fair,0,1,14506.22
2020,22421,4.0,293,hybrid,automatic,Nissan,good,0,2,41784.48
2018,101584,2.5,389,diesel,manual,Hyundai,fair,2,2,14403.81
2022,198022,2.0,203,hybrid,automatic,Nissan,fair,0,2,15861.8
2008,66914,5.0,83,gasoline,automatic,Kia,fair,1,3,11150.94
2016,28940,1.4,376,diesel,manual,Chevrolet,excellent,0,2,30860.59
2015,84845,5.0,423,hybrid,automatic,Nissan,good,0,1,37141.49
2007,58976,4.0,410,hybrid,manual,Ford,good,1,1,24805.93
2019,7205,1.8,412,diesel,manual,Ford,excellent,0,2,35569.25
2013,108603,1.4,342,gasoline,automatic,Hyundai,good,2,2,13448.77
2007,89750,2.5,305,gasoline,automatic,BMW,fair,0,2,29971.52
2022,130551,4.0,242,gasoline,manual,Nissan,fair,2,2,16417.81
2003,110797,1.4,392,gasoline,automatic,Hyundai,good,0,1,12507.36
2004,96939,1.8,443,gasoline,manual,BMW,good,0,4,32637.55
2021,118029,2.5,407,hybrid,manual,Kia,good,0,3,24227.51
2015,175940,1.6,151,hybrid,cvt,Kia,fair,0,2,8040.49
2005,94073,5.0,387,electric,automatic,Chevrolet,excellent,3,1,22931.14
2016,93035,3.0,159,diesel,automatic,Mercedes,good,2,2,45433.51
2003,187698,2.0,234,hybrid,automatic,Nissan,good,0,2,5973.04
2015,89719,2.0,131,gasoline,automatic,Hyundai,good,5,2,9200.26
2021,71003,3.0,267,gasoline,manual,Toyota,good,2,2,24621.26
2003,8260,2.5,152,hybrid,automatic,Kia,excellent,2,2,12882.21
2005,17099,4.0,405,diesel,cvt,Ford,excellent,4,3,23190.39
2017,185333,1.8,480,gasoline,automatic,Kia,excellent,2,5,16445.59
2012,142568,4.0,168,gasoline,automatic,BMW,poor,1,1,17161.79
2001,94512,2.5,403,diesel,cvt,Nissan,good,1,2,15310.92
2013,39996,2.5,325,hybrid,cvt,Toyota,fair,4,1,19403.78
2003,148788,5.0,485,gasoline,automatic,Nissan,excellent,0,1,23690.62
2018,52213,4.0,215,gasoline,automatic,Kia,excellent,0,1,26911.62
2011,193702,1.6,235,gasoline,manual,Ford,excellent,4,1,5246.83
2003,68465,4.0,190,gasoline,automatic,BMW,good,1,2,28970.59
2005,50683,1.8,239,gasoline,automatic,Audi,excellent,0,1,35777.7
2013,3614,3.5,158,gasoline,automatic,Nissan,good,1,4,23788.95
2022,80439,2.5,251,diesel,automatic,BMW,fair,2,1,43393.63
2003,20864,3.5,224,gasoline,manual,BMW,good,0,3,29782.75
2012,182745,3.0,326,gasoline,manual,Nissan,good,0,4,14737.75
2000,168809,4.0,467,gasoline,automatic,Nissan,good,3,5,8095.23
2020,192368,2.5,288,diesel,automatic,Honda,fair,1,2,17240.18
2021,50694,3.0,168,gasoline,automatic,Hyundai,good,1,2,20535.43
2020,46667,2.0,170,gasoline,cvt,BMW,good,1,5,41133.27
2021,81844,3.0,450,gasoline,automatic,Kia,good,3,4,21698.42
2002,80944,1.4,373,gasoline,cvt,Nissan,good,0,1,11483.47
2008,99069,4.0,469,gasoline,automatic,Kia,excellent,0,3,23154.55
2006,12841,2.0,371,electric,automatic,Kia,excellent,0,1,28292.86
2014,152911,2.0,324,diesel,manual,BMW,good,0,3,35884.37
2013,6056,2.5,471,diesel,automatic,BMW,fair,0,4,49315.34
2015,26311,1.6,227,gasoline,automatic,Mercedes,good,0,1,53586.62
2001,42939,1.4,190,gasoline,manual,Honda,excellent,2,1,7909.01
2017,163445,3.0,484,gasoline,automatic,Ford,poor,2,1,11518.03
2007,93107,1.8,399,gasoline,manual,Hyundai,good,0,1,15088.77
2011,31276,1.6,399,gasoline,cvt,Kia,good,0,3,17256.7
2015,125912,2.5,491,hybrid,automatic,Chevrolet,good,3,2,23221.49
2020,28494,2.5,460,hybrid,automatic,Mercedes,fair,1,1,65335.09
2005,198687,4.0,339,diesel,automatic,Hyundai,excellent,0,1,14077.52
2021,98536,3.5,156,gasoline,cvt,Nissan,good,0,1,23092.83
2020,144391,5.0,410,gasoline,manual,Mercedes,excellent,0,2,79063.45
2001,2874,5.0,145,gasoline,automatic,Audi,excellent,0,2,41229.83
2013,171201,3.5,135,gasoline,automatic,Hyundai,excellent,0,1,13554.22
2008,19462,3.5,352,gasoline,cvt,Honda,good,0,1,24479.46
2014,76115,5.0,105,gasoline,automatic,Nissan,fair,2,4,12553.52
2006,34059,2.5,314,gasoline,automatic,Honda,good,1,2,16236.7
2014,37773,5.0,206,gasoline,automatic,Mercedes,good,0,3,59404.4
2009,37711,4.0,408,hybrid,manual,Hyundai,good,1,1,22086.58
2002,186832,3.5,277,gasoline,automatic,Audi,fair,0,3,13375.28
2015,126242,2.5,400,gasoline,automatic,Audi,fair,0,2,34833.51
2020,133323,3.0,276,diesel,automatic,Mercedes,excellent,0,3,69045.64
2003,1319,3.0,206,hybrid,automatic,Ford,fair,0,1,14785.18
2009,3009,1.6,346,hybrid,manual,Toyota,excellent,1,1,30493.73
2016,130565,1.8,375,gasoline,manual,Toyota,good,0,3,21761.51
2000,23290,4.0,247,gasoline,manual,BMW,excellent,0,2,35823.27
2011,179183,3.5,377,electric,cvt,Chevrolet,poor,1,2,9837.54
2012,87542,2.5,228,gasoline,manual,Hyundai,poor,3,1,6023.24
2021,161565,2.5,184,gasoline,cvt,Toyota,excellent,0,1,29593.94
2012,160954,1.8,421,hybrid,manual,Mercedes,good,0,3,42312.21
2000,129243,2.5,303,hybrid,automatic,Ford,good,0,1,15445.9
2021,62424,1.6,255,gasoline,automatic,Toyota,good,0,2,28412.0
2006,50886,4.0,376,gasoline,automatic,Ford,excellent,0,1,27361.92
2001,109511,1.6,239,electric,automatic,Chevrolet,good,3,2,5067.45
2022,32111,2.5,334,gasoline,automatic,Nissan,good,1,1,32193.15
2005,118926,3.0,167,gasoline,automatic,Hyundai,good,0,3,9252.61
2007,110656,2.0,160,diesel,automatic,Mercedes,excellent,2,1,28011.17
2017,104588,1.8,453,gasoline,automatic,BMW,excellent,0,3,63450.37
2018,93715,1.4,238,hybrid,manual,Honda,fair,5,3,12889.77
2015,31147,4.0,402,gasoline,automatic,Toyota,fair,2,1,24574.71
2019,146320,2.5,148,diesel,manual,Kia,excellent,0,1,16740.85
2010,124248,2.5,371,diesel,cvt,Toyota,good,1,1,21314.37
2010,106084,1.8,437,hybrid,automatic,Hyundai,excellent,5,1,17668.11
2023,107083,2.5,468,gasoline,automatic,Mercedes,good,0,1,75750.35
2013,32922,2.5,193,gasoline,manual,Nissan,good,1,1,19569.9
2023,158447,4.0,119,diesel,automatic,Ford,fair,2,3,16374.14
2006,76882,1.4,369,gasoline,automatic,Nissan,good,0,3,14428.96
2015,135917,3.0,307,electric,automatic,Chevrolet,excellent,3,1,25487.22
2003,62547,1.8,231,hybrid,automatic,Audi,good,0,4,26026.03
2019,120915,3.5,246,gasoline,manual,Honda,excellent,0,1,27298.82
2021,165924,5.0,380,gasoline,automatic,Chevrolet,fair,0,1,21417.35
2005,43093,1.6,486,gasoline,automatic,Ford,excellent,1,2,22893.63
2002,21824,3.0,456,gasoline,automatic,Nissan,poor,1,3,9842.13
2019,185272,4.0,255,hybrid,automatic,BMW,good,1,1,50274.31
2002,65506,2.0,405,gasoline,automatic,Hyundai,good,0,3,15050.51
2006,51305,2.0,190,hybrid,automatic,Audi,fair,1,2,21822.49
2007,123238,4.0,241,diesel,automatic,Nissan,good,1,1,17144.68
2021,6561,1.4,97,gasoline,automatic,Kia,good,0,3,19918.54
2020,117817,3.0,100,gasoline,automatic,Ford,good,0,3,23083.58
2004,123337,4.0,436,gasoline,automatic,Chevrolet,excellent,3,4,17872.97
2018,138160,1.4,355,gasoline,cvt,Nissan,poor,0,1,14464.4
2008,71676,3.5,340,hybrid,automatic,Mercedes,excellent,0,2,67842.55
2020,86150,3.0,215,gasoline,cvt,Chevrolet,fair,2,1,16217.6
2021,16364,2.5,278,gasoline,automatic,Mercedes,excellent,1,2,77795.73
2002,146845,5.0,313,gasoline,cvt,Hyundai,excellent,2,1,13562.61
2022,178278,5.0,164,gasoline,automatic,Kia,excellent,1,1,25959.83
2014,25339,4.0,261,gasoline,automatic,Chevrolet,good,5,1,17687.21
2023,132370,2.5,345,electric,manual,Hyundai,good,1,1,26307.69
2023,7837,1.6,228,gasoline,manual,Honda,fair,0,1,21869.61
2013,83245,1.6,175,diesel,automatic,Audi,good,0,1,37611.07
2005,166561,1.8,83,gasoline,cvt,Nissan,fair,1,1,5653.86
2005,12338,1.6,88,diesel,automatic,Mercedes,good,0,1,29680.58
2010,103531,3.0,188,gasoline,automatic,Hyundai,poor,0,1,11165.53
2000,80637,2.5,306,gasoline,manual,Nissan,good,1,1,11943.24
2011,165106,2.0,418,gasoline,automatic,Toyota,fair,0,1,16238.02
2011,55245,5.0,228,gasoline,manual,Honda,excellent,0,3,29042.84
2020,92461,4.0,466,electric,automatic,BMW,good,1,3,82374.01
2005,83391,2.0,109,hybrid,automatic,Hyundai,good,1,3,11113.32
2015,34879,1.4,165,diesel,automatic,Kia,good,4,3,12170.06
2009,62059,2.5,207,diesel,manual,Hyundai,good,0,1,16888.05
2015,22751,5.0,113,electric,automatic,Kia,poor,0,4,12880.57
2013,124700,3.0,403,hybrid,automatic,Ford,poor,3,1,12452.65
2020,190657,4.0,241,gasoline,cvt,Kia,excellent,0,2,22160.26
2010,16927,3.5,286,gasoline,automatic,BMW,good,0,1,54258.24
2023,35125,1.8,204,gasoline,cvt,Honda,excellent,0,1,33504.66
2000,114410,5.0,398,gasoline,automatic,Chevrolet,good,0,1,17203.5
2016,32280,4.0,378,gasoline,automatic,Hyundai,good,1,2,26873.2
2012,23792,2.5,460,hybrid,automatic,Kia,poor,1,1,14992.39
2007,23136,5.0,396,gasoline,manual,Mercedes,good,0,1,59882.58
2010,51409,1.8,237,diesel,automatic,Ford,good,0,2,19387.79
2016,143737,2.5,187,hybrid,automatic,Toyota,fair,3,2,11569.02
2012,188314,3.0,224,hybrid,automatic,Honda,poor,2,1,6693.91
2020,66411,1.6,295,electric,cvt,Toyota,poor,0,4,20091.49
2005,7517,3.0,421,gasoline,automatic,Hyundai,good,0,1,20853.0
2009,87450,1.8,208,gasoline,automatic,Chevrolet,fair,2,2,8315.21
2021,74127,2.0,357,gasoline,automatic,Kia,good,0,1,23928.34
2006,51581,2.5,311,gasoline,automatic,Ford,good,0,2,20268.5
2009,111987,1.6,119,electric,manual,Kia,good,0,4,8628.48
2022,93546,5.0,288,diesel,automatic,BMW,good,1,1,69603.68
2006,14948,1.4,260,gasoline,cvt,Hyundai,good,0,2,16718.4
2016,69012,2.5,385,gasoline,cvt,Nissan,good,0,2,25103.33
2018,187645,1.8,85,hybrid,automatic,Audi,good,0,2,30254.94
2019,174586,1.4,359,gasoline,manual,Kia,poor,0,2,7350.48
2016,196193,2.0,457,hybrid,automatic,Mercedes,fair,0,1,42814.49
2002,173900,4.0,325,hybrid,manual,Honda,good,0,1,18275.36
2016,98819,4.0,383,gasoline,automatic,Nissan,good,0,3,27438.07
2005,67539,3.0,209,gasoline,manual,Ford,good,1,2,12076.92
2016,14363,3.0,263,gasoline,cvt,Mercedes,good,1,1,60172.45
2022,128304,1.6,343,gasoline,automatic,Mercedes,excellent,0,2,70136.98
2006,171394,1.4,181,gasoline,manual,Hyundai,poor,0,2,3698.91
2010,27402,1.8,209,gasoline,cvt,Mercedes,good,2,5,29368.78
2022,9327,1.8,99,gasoline,manual,Chevrolet,excellent,5,2,17713.1
2021,185503,4.0,185,diesel,automatic,Ford,fair,1,1,15779.34
2004,69382,2.5,398,diesel,automatic,Hyundai,poor,1,2,9676.19
2018,176119,1.8,136,gasoline,manual,Mercedes,good,0,2,30236.77
2018,186797,2.5,167,diesel,automatic,Nissan,fair,1,2,11089.92
2001,92806,3.0,372,gasoline,automatic,Mercedes,good,0,3,34343.29
2008,88793,2.5,84,gasoline,automatic,Chevrolet,fair,0,3,9417.53
2011,132247,1.4,161,gasoline,manual,Nissan,excellent,0,1,10665.2
2000,41452,3.0,254,gasoline,automatic,Kia,excellent,0,1,14739.84
2022,129090,1.8,446,gasoline,automatic,Honda,excellent,3,3,29724.79
2007,40526,1.8,180,gasoline,automatic,Hyundai,fair,0,2,9605.32
2017,152983,1.8,325,diesel,automatic,Ford,excellent,0,1,25550.23
2012,166019,4.0,158,gasoline,automatic,Nissan,good,3,1,11710.98
2004,187642,1.6,338,diesel,automatic,Honda,good,0,2,11675.81
2013,22151,1.8,97,electric,manual,Honda,poor,0,2,8873.19
2011,152249,4.0,138,gasoline,automatic,Ford,excellent,3,3,11768.26
2012,75021,2.5,422,gasoline,automatic,Nissan,poor,0,4,14142.43
2005,128928,1.8,378,gasoline,automatic,Hyundai,good,1,1,13914.8
2013,3990,1.6,499,diesel,automatic,Honda,fair,0,4,26317.73
2021,159471,1.6,99,gasoline,automatic,Mercedes,poor,1,5,16518.51
2001,49318,1.8,263,gasoline,manual,Audi,excellent,0,1,27759.91
2021,4546,3.5,433,gasoline,automatic,Mercedes,excellent,1,1,101282.84
2020,77431,1.8,189,gasoline,manual,Toyota,poor,0,4,10915.49
2017,17005,3.0,420,gasoline,manual,Hyundai,excellent,0,2,30645.98
2008,90127,4.0,382,gasoline,manual,BMW,fair,0,3,32625.87
2020,52575,3.0,317,diesel,cvt,Nissan,good,0,5,29358.13
2019,80267,5.0,133,diesel,automatic,Chevrolet,excellent,0,1,32325.97
2000,189021,5.0,85,hybrid,manual,Hyundai,excellent,0,2,3986.86
2020,105717,2.0,488,diesel,cvt,Honda,good,1,1,30845.51
2009,152731,3.0,377,diesel,automatic,Hyundai,good,0,1,18651.46
2018,67354,4.0,465,electric,automatic,Ford,fair,2,3,26537.65
2000,166778,4.0,199,gasoline,manual,Honda,excellent,0,1,11243.38
2016,93816,1.6,432,gasoline,manual,Kia,good,3,4,14217.37
2005,111915,1.6,156,gasoline,automatic,Audi,excellent,0,1,23027.65
2017,181053,1.8,81,gasoline,cvt,Ford,poor,2,1,2028.87
2019,164742,3.0,124,hybrid,manual,BMW,good,1,4,32856.89
2019,6910,1.6,279,diesel,automatic,Mercedes,fair,0,1,57627.72
2022,24431,3.0,310,hybrid,automatic,Kia,poor,0,1,14707.47
2012,127573,1.8,288,diesel,automatic,Honda,good,0,4,20368.3
2015,162431,1.4,331,gasoline,automatic,Ford,excellent,2,3,14343.8
2021,85510,2.0,336,gasoline,automatic,Kia,excellent,0,1,27850.3
2013,106960,2.0,480,diesel,cvt,Audi,excellent,1,2,61004.57
2017,147886,2.5,345,electric,automatic,Chevrolet,fair,0,2,20787.76
2012,92032,2.0,476,gasoline,automatic,Honda,fair,0,3,18943.64
2004,83335,4.0,179,gasoline,manual,Chevrolet,excellent,2,3,11676.45
2008,5336,2.5,86,gasoline,manual,Honda,fair,3,2,8390.24
2021,11156,2.0,316,gasoline,automatic,Nissan,poor,2,3,10752.49
2020,163650,3.0,165,gasoline,automatic,Honda,excellent,4,1,20474.18
2021,132194,1.8,412,gasoline,automatic,Toyota,excellent,1,2,34298.28
2004,164305,2.0,247,gasoline,manual,Chevrolet,good,1,1,7937.54
2012,134620,1.6,212,diesel,manual,Audi,fair,0,5,17094.41
2015,10061,3.0,349,gasoline,automatic,Nissan,fair,1,3,18275.31
2019,60891,3.5,395,hybrid,automatic,BMW,good,0,3,73374.22
2012,10579,2.0,375,gasoline,automatic,Chevrolet,fair,5,4,11245.25
